source_sheet,source_row,target_year,jenis,nama_paket_source,sub_source,effective_pagu,existing_id,target_anggaran_id,package_action,road_match_status,matched_spasial_ref,matched_spasial_nama,match_score,match_method,second_best_score,notes,database_status
REKONSILIASI_APBDP_2026,30,2026,PHYSICAL,Siring Pasangan Batu Karang Jawa   – Ambarai – Sungai Bungur,0056 – Pemeliharaan Berkala   Jalan,196913000,,bb304b06-3829-40e6-813b-8375ebad55e3,EXISTING,EXACT,ruas_057,Karang Jawa - Ambarai - Sungai Bungur,1,exact_normalized,0.406,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,31,2026,PHYSICAL,Siring Pasangan Batu Garunggang   – Hantamangu Kec. Simpur,0056 – Pemeliharaan Berkala   Jalan,196913000,,7e2393c3-039d-4e4d-81e9-31cb32e71ff2,EXISTING,EXACT,ruas_189,Garunggang - Hantamangu,1,exact_normalized,0.2938,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,32,2026,PHYSICAL,Siring Pasangan Batu Sungai   Paring – Sei. Hanyar Pantai Ulin,0056 – Pemeliharaan Berkala   Jalan,196913000,,87d6a459-6ad2-460c-9283-b3c186e2a900,EXISTING,EXACT,ruas_147,Sungai Paring - Sei Hanyar Pantai Ulin,1,exact_normalized,0.526,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,33,2026,PHYSICAL,Penggantian Jembatan Sei. Binglu   Ds. Balimau Kec. Kalumpang,0057 – Penggantian Jembatan,1759005000,afb81a31-f210-4a62-b1b1-bf50fcabe129,,REVIEW,SKIPPED_NON_ROAD,,,,,,"Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,34,2026,PHYSICAL,Penggantian Jembatan Mawangi –   Bukuanin – Telaga Langsat,0057 – Penggantian Jembatan,1563334100,7c9807b4-4e1e-4b8f-b6d1-4e73c68551eb,,REVIEW,SKIPPED_NON_ROAD,,,,,,"Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,35,2026,PHYSICAL,Penggantian Jembatan Batu Laki –   Muara Pipi'i,0057 – Penggantian Jembatan,2709032850,92d97fa3-7c1a-4ebb-b21f-ac0e9716ddbe,,REVIEW,SKIPPED_NON_ROAD,,,,,,"Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,36,2026,PHYSICAL,Penggantian Jembatan Ds. Siang   Gantung Kec. Daha Barat,0057 – Penggantian Jembatan,2124597900,712b3c44-897e-48af-8ada-e7f9e2e9268b,,REVIEW,SKIPPED_NON_ROAD,,,,,,"Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,37,2026,PHYSICAL,Penggantian Jembatan Desa Pandak   Daun – Pakan Dalam Kec. Daha Utara,0057 – Penggantian Jembatan,844597000,,a6a9ad45-dfb9-4500-8b31-c9ad63bbb2ee,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,38,2027,PLANNING,Penggantian Jembatan Ds. Balimau   Kec. Kalumpang – Perencanaan,0057 – Penggantian Jembatan,100000000,,37a5815e-57d2-492d-a4e7-5efc4a62ca56,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,39,2027,PLANNING,Penggantian Jembatan Ds. Loksado   Kec. Loksado – Perencanaan,0057 – Penggantian Jembatan,100000000,,11eb1905-eaa8-4470-876f-b2ce4c97c7aa,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,40,2027,PLANNING,Penggantian Jembatan Madang –   Ambutun – Perencanaan,0057 – Penggantian Jembatan,80000000,,29661c27-261c-43f0-8779-1b9fd914f056,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,41,2027,PLANNING,Penggantian Jembatan Sungai   Kupang Utara – Simpang Empat Lungau – Perencanaan,0057 – Penggantian Jembatan,80000000,,67685484-9dfc-4966-a7eb-25f322ff80e8,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,42,2027,PLANNING,Penggantian Jembatan Katilang   Ds. Bago Tanggul – Perencanaan,0057 – Penggantian Jembatan,90000000,,66b9ee6e-ddc9-438e-854e-356ff48513e8,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,43,2027,PLANNING,Penggantian Jembatan Ds. Sungai   Minting – Perencanaan,0057 – Penggantian Jembatan,80000000,,24efa1bb-4265-4a2b-a12b-271a01b0c6da,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,44,2027,PLANNING,Penggantian Jembatan Mandapai –   Madang – Perencanaan,0057 – Penggantian Jembatan,80000000,,7baec143-301c-4367-9452-30c46583c96c,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,45,2027,PLANNING,Pemeliharaan Berkala Jembatan   Gantung Loksado – Haratai – Perencanaan,0057 – Penggantian Jembatan,20000000,,9ce45451-8903-4d5f-bb32-d5514740d7b9,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,46,2027,PLANNING,Rehabilitasi Jembatan Gantung   Ds. Loklahung – Perencanaan,0057 – Penggantian Jembatan,20000000,,0406307d-ebc7-4657-bf20-2c5d779681ba,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,47,2027,PLANNING,Penggantian Jembatan Sukaramai –   Keramat – Perencanaan,0057 – Penggantian Jembatan,90000000,,a770d7a1-5ab6-4db5-8660-ca41e7143a95,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,48,2027,PLANNING,Penggantian Jembatan Pandak Daun   – Pakan Dalam – Perencanaan,0057 – Penggantian Jembatan,20000000,,0321b8e7-3dc4-4ba9-8b3d-e46d0617dd02,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,49,2027,PLANNING,Penggantian Jembatan Rahimin –   Perencanaan,0057 – Penggantian Jembatan,100000000,,6e9ba068-8a34-4402-a7c5-6cdefbb8e86f,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,50,2027,PLANNING,Kajian Teknis Penyesuaian dan   Penggantian Struktur Jembatan Balimau – Karang Paci,0057 – Penggantian Jembatan,100000000,,a173126e-56de-463b-b0a6-c35ae77a9d6a,EXISTING,SKIPPED_NON_ROAD,,,,,,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,52,2026,PHYSICAL,Rekonstruksi Loksado – Loklahung,0059 – Rekonstruksi Jalan,1562423000,568818c4-b8b5-4787-8d56-a06ef4a1a8d1,,REVIEW,EXACT,ruas_156,Loksado - Loklahung,1,exact_normalized,0.4658,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,AVAILABLE
REKONSILIASI_APBDP_2026,53,2026,PHYSICAL,Rekonstruksi Bayanan – Habirau   (Jl. Inpres) dan Jl. Gerilya,0059 – Rekonstruksi Jalan,2855926000,39194c49-662b-4ce5-ac7d-a14271c57fd3,,REVIEW,UNMATCHED,,,,,0.3778,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Tidak ada kandidat jalan dengan skor minimal 0.70.,AVAILABLE
REKONSILIASI_APBDP_2026,54,2026,PHYSICAL,Peningkatan Struktur Malilingin   – Lokbahan – Paniungan,0059 – Rekonstruksi Jalan,2149520000,0aac7dd2-6e15-42ca-825e-46fca33fdbd6,,REVIEW,EXACT,ruas_003,Malilingin - Lokbahan - Paniungan,1,exact_normalized,0.3479,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,AVAILABLE
REKONSILIASI_APBDP_2026,55,2026,PHYSICAL,Peningkatan Struktur Simpang   Malutu – Pahampangan,0059 – Rekonstruksi Jalan,3182340000,e02ad7e0-e280-4167-9458-b9cc27540f47,,REVIEW,EXACT,ruas_219,Simpang Malutu - Pahampangan,1,exact_normalized,0.6262,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.,AVAILABLE
REKONSILIASI_APBDP_2026,56,2026,PHYSICAL,Rekonstruksi Bamban Tengah –   Loknyiur / Bamban (Tibung) – Martajiwa,0059 – Rekonstruksi Jalan,3085419000,c23cda77-150d-4206-9774-383776937dd3,,REVIEW,REVIEW,,,,,0.4317,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket mengindikasikan lebih dari satu ruas; tidak memilih satu ruas secara otomatis.,AVAILABLE
REKONSILIASI_APBDP_2026,57,2026,PHYSICAL,Rekonstruksi Ds. Balimau – Oprit   Jembatan Balimau,0059 – Rekonstruksi Jalan,2898871000,90423e96-a2df-4126-aa9b-3bb837811acc,,REVIEW,SKIPPED_NON_ROAD,,,,,,"Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Paket jembatan diarahkan ke layer jembatan, bukan polyline jalan.",AVAILABLE
REKONSILIASI_APBDP_2026,58,2026,PHYSICAL,Peningkatan Struktur Asam Duhat   – Ds. Pantai Ulin (TMMD),0059 – Rekonstruksi Jalan,1356760000,eb0ba782-25c0-47dd-999f-f8a2a154639e,,REVIEW,EXACT,ruas_347,Jl. Asam Duhat - Ds. Pantai Ulin,0.98,strong_containment,0.5368,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama ruas termuat lengkap pada nama paket/lokasi.,AVAILABLE
REKONSILIASI_APBDP_2026,59,2026,PHYSICAL,Rekonstruksi Tambangan – Baruh   Jaya / Jl. Sungai Bagandi,0059 – Rekonstruksi Jalan,4376704550,3c4435b9-6495-458a-b2c9-303584015e43,,REVIEW,REVIEW,,,,,0.3777,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama paket mengindikasikan lebih dari satu ruas; tidak memilih satu ruas secara otomatis.,AVAILABLE
REKONSILIASI_APBDP_2026,60,2026,PHYSICAL,Rekonstruksi Ds. Sungai Raya   Utara,0059 – Rekonstruksi Jalan,906500000,085d19c0-8682-4bcf-aa28-ae4f4547cfc1,,REVIEW,FUZZY_AUTO,ruas_322,Jl. Pembangunan - Ds. Sungai Raya Utara,0.9097,fuzzy_token_edit,0.5862,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Token overlap dan normalized edit similarity.,AVAILABLE
REKONSILIASI_APBDP_2026,61,2026,PHYSICAL,Rekonstruksi Samuda – Bajayau   DBH Sawit Tahap 4,0059 – Rekonstruksi Jalan,1654003900,55ffb7bb-e1c8-42a6-b73c-ecb84879ea05,,REVIEW,EXACT,ruas_251,Samuda - Bajayau,0.98,strong_containment,0.3752,Existing ID dari workbook tidak ditemukan dan tidak ada satu kandidat pengganti yang aman.; Nama ruas termuat lengkap pada nama paket/lokasi.,AVAILABLE
REKONSILIASI_APBDP_2026,66,2027,PLANNING,Perencanaan Sp. Batang Kulur   Kiri – Tatas,0059 – Rekonstruksi Jalan,80000000,,9487b03b-f2ef-4f4b-ad4e-36e37c8cdc35,EXISTING,EXACT,ruas_164,SP. Batang Kulur Kiri - Tatas,1,exact_normalized,0.5882,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,67,2027,PLANNING,Perencanaan Pagat Batu – Muara   Hariang,0059 – Rekonstruksi Jalan,80000000,,8d576dae-ac30-4d2d-99b4-988857136195,EXISTING,EXACT,ruas_093,Pagat Batu - Muara Hariang,1,exact_normalized,0.5841,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,68,2027,PLANNING,Perencanaan Batang Kulur Kanan –   Batang Kulur Kiri,0059 – Rekonstruksi Jalan,80000000,,81bf77af-0b0a-4113-a43b-9cf72ddfbdd0,EXISTING,EXACT,ruas_331,Batang Kulur Kanan - Batang Kulur Kiri,1,exact_normalized,0.6866,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,69,2027,PLANNING,Perencanaan Wasah Hilir –   Amparaya,0059 – Rekonstruksi Jalan,80000000,,4c5cbb34-d539-4d35-94fc-d32e3bfec3b0,EXISTING,EXACT,ruas_023,Wasah Hilir - Amparaya,1,exact_normalized,0.5106,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,70,2027,PLANNING,Perencanaan Sirih – Pacakan,0059 – Rekonstruksi Jalan,50000000,,897fd820-7869-4a01-b63c-335fb1fc4c4c,EXISTING,EXACT,ruas_217,Sirih - Pacakan,1,exact_normalized,0.47,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,71,2027,PLANNING,Perencanaan Baluti – Jambu   Hulu/Paku,0059 – Rekonstruksi Jalan,100000000,,29d4ad4d-ecd7-435d-8967-b48b16f360da,EXISTING,EXACT,ruas_090,Baluti - Jambu Hulu/Paku,1,exact_normalized,0.655,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,72,2027,PLANNING,Perencanaan Halunuk – Riam   Tajam/Talo – Hamak Umpaya,0059 – Rekonstruksi Jalan,90000000,,2bcf7e64-ba02-4df5-88ff-dc7352035142,EXISTING,EXACT,ruas_183,Halunuk - Riam Tajam/Talo - Hamak Umpaya,1,exact_normalized,0.494,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,73,2027,PLANNING,Perencanaan Loksado – Haratai,0059 – Rekonstruksi Jalan,60000000,,b5487c95-c7c8-47a5-88b2-f7223c8ddd5e,EXISTING,EXACT,ruas_100,Loksado - Haratai,1,exact_normalized,0.4658,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,74,2027,PLANNING,Perencanaan Loklahung –   Kamawakan,0059 – Rekonstruksi Jalan,60000000,,95e99a37-0db8-4fef-b6da-7ef625127715,EXISTING,EXACT,ruas_206,Loklahung - Kamawakan,1,exact_normalized,0.4929,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
REKONSILIASI_APBDP_2026,75,2027,PLANNING,Perencanaan Malinau – Katingin –   Kamawakan (Lanjutan),0059 – Rekonstruksi Jalan,80000000,,54d4fc65-c9e5-40e5-9c98-4c141318f889,EXISTING,EXACT,ruas_207,Malinau - Katingin - Kamawakan,1,exact_normalized,0.4317,"Kandidat existing cocok pada tahun, nama, sub kegiatan, dan pagu efektif.; Nama paket/lokasi dan nama ruas sama setelah normalisasi.",AVAILABLE
